level,age,gender,marital_status,faculty,department,skill,preparation_before,preparation_after,quality_before,quality_after,confidence_before,confidence_after,cgpa_before,cgpa_after,employment,quit_job,cgpa_change
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.462066184786391,3.420065825411058,No,No,-0.04200035937533331
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.5101824445799044,4.182713106728102,Yes,No,0.6725306621481972
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.8781565287308393,3.9601554440180857,No,No,0.08199891528724645
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.299619770980161,3.552398318897228,No,No,-0.7472214520829334
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6958441373502513,3.9402938303017057,Yes,Yes,0.24444969295145436
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.876153072492804,3.261799914136401,Yes,Yes,-0.614353158356403
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.5517986340532572,3.248014118121889,No,,-0.3037845159313681
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.282907823789397,4.905187739548167,No,,0.62227991575877
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.7647521641604564,3.0326845299483236,Yes,No,-0.7320676342121328
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.990876408471591,3.420427664655596,Yes,No,-0.5704487438159949
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8915358397888267,4.011533693862025,No,No,0.11999785407319807
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.013495123973936,3.1819497169492337,No,No,-0.8315454070247021
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.1201719028023,3.617247982559941,Yes,No,-0.5029239202423588
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.5498404284949774,4.011953136530077,No,No,0.46211270803509974
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.428343550354111,3.8578276529237305,No,No,0.42948410256961944
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.120698978667317,3.7402023227706707,Yes,No,-0.3804966558966463
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.527633920233771,3.6159699667522425,No,No,0.08833604651847127
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.206557252561762,3.9797328086823716,No,No,-0.22682444387939027
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.193996762610203,3.5086200810514265,Yes,Yes,-0.6853766815587763
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.4253972719944232,3.769974728893313,Yes,Yes,0.34457745689888997
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.4959678015381765,2.828765502339901,No,,-1.6672022991982756
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.261861669429706,3.7392881724003164,No,,-0.5225734970293896
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.689158493165805,3.3992343050710567,Yes,No,-0.2899241880947483
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.09105786164685,4.1782240488032985,Yes,No,0.08716618715644842
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.126258526349732,3.8840244669992363,No,No,-0.24223405935049547
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5834253636378577,3.767378127576599,No,No,0.18395276393874127
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.151374671531958,3.615481924647583,Yes,No,-0.5358927468843748
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.108914989120017,3.577594702641426,No,No,-0.5313202864785915
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8814524126026777,3.89530812249659,No,No,0.013855709893912493
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.7185250267461862,4.051383268926399,Yes,No,0.33285824218021265
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.5832419319665063,3.7790838724131666,No,No,0.19584194044666026
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.801341067394223,3.800818403081343,No,No,-0.0005226643128799502
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.235040600465265,4.350656658609713,Yes,Yes,0.11561605814444853
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.977098398168196,3.3075041371701683,Yes,Yes,-0.6695942609980277
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.9022712414206144,3.6428699192111726,No,,-0.2594013222094418
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.531371541119154,3.978130836328291,No,,0.4467592952091368
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.6469065017182367,4.406124538031505,Yes,No,0.7592180363132681
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.936318382097128,3.552832487431131,Yes,No,-0.38348589466599714
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.384237051183159,4.218082689254583,No,No,0.8338456380714239
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.789767650182917,3.8584178533262055,No,No,0.06865020314328829
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.10629671150673,3.1493249324166355,Yes,No,-0.9569717790900949
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.8273945282004465,3.9104797517031145,No,No,0.083085223502668
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.4413563321135823,3.6313771280461498,No,No,0.1900207959325675
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.092028452079868,3.3532055314128053,Yes,No,-0.7388229206670625
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.14856005835789,3.8302378261774366,No,No,-0.3183222321804533
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.4481409347008665,3.6030482460921944,No,No,0.15490731139132796
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.6637773840805927,3.2956503540940103,Yes,Yes,-0.3681270299865824
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.805040734734863,3.9347105647841496,Yes,Yes,0.12966983004928645
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.359550233114421,3.9552121960073356,No,,-0.40433803710708505
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.9989610271012395,3.7779913937342724,No,,-0.22096963336696707
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8596923067536917,3.8864185316789692,Yes,No,0.026726224925277542
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.773884298090746,3.5337475067016553,Yes,No,-0.24013679138909083
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.6021434569521507,3.429059239988887,No,No,-0.1730842169632636
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.508224657137987,3.3814843617527064,No,No,-1.1267402953852805
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.8356335702351476,3.4536539955509507,Yes,No,-0.38197957468419697
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.8341343075012597,3.9328109467100063,No,No,0.09867663920874659
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.247882409204794,3.8557182405897397,No,No,-0.39216416861505454
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.194560534688031,3.3601794438659227,Yes,No,-0.8343810908221081
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.919411336740974,3.537372409681806,No,No,-0.38203892705916775
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.0590865883281095,4.6414130581637485,No,No,0.582326469835639
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7116271952355033,3.4178059272646992,Yes,Yes,-0.2938212679708041
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,4.228060559033476,3.8124522711775546,Yes,Yes,-0.4156082878559211
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.876755914132996,3.612502854414928,No,,-0.26425305971806834
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.7591163981538203,3.381286204886727,No,,-0.37783019326709333
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.352082748946344,4.040915789570467,Yes,No,-0.31116695937587746
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,3.891243791710265,3.418752574566359,Yes,No,-0.4724912171439062
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.0112650584135245,3.70732801972224,No,No,-0.30393703869128474
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.4951233280144387,2.929440640440543,No,No,-0.5656826875738958
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.281819237769171,3.891046154814391,Yes,No,-0.3907730829547802
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,4.100930140251687,4.32107878170506,No,No,0.2201486414533731
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.8125930899633653,3.5291827201005193,No,No,-0.28341036986284607
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.4013008041028656,3.3664642160985503,Yes,No,-0.03483658800431533
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.825641305386795,3.717296694398816,No,No,-0.1083446109879791
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.230104764958501,3.827876205579538,No,No,-0.40222855937896274
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.112839216715425,3.8424300315458773,Yes,Yes,-0.27040918516954804
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.9968948746118613,4.203469896706638,Yes,Yes,0.20657502209477663
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,4.480490514878847,3.7862776772809315,No,,-0.6942128375979153
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,4.011977726576248,3.7173990158297006,No,,-0.2945787107465474
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.221721361563127,3.108145019766592,Yes,No,-1.1135763417965348
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.021028501880622,3.5469736787706156,Yes,No,-0.47405482311000613
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.049185932810438,3.72224623811384,No,No,-0.32693969469659834
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.924225436248424,3.635936218723409,No,No,-0.2882892175250147
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.806011556712089,3.8408361417871255,Yes,No,0.034824585075036385
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.7641172868490056,4.642955826984065,No,No,0.8788385401350594
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.1846079606814195,3.387082601711426,No,No,-0.7975253589699935
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,4.12322454286644,3.7885246432973125,Yes,No,-0.3346998995691277
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.912099149213887,3.949092575745901,No,No,0.036993426532013984
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.08687313640347,3.357002489077433,No,No,-0.7298706473260368
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.265527653837635,3.8360676686872948,Yes,Yes,0.5705400148496595
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.663490506364435,3.6395455538772143,Yes,Yes,-0.02394495248722084
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.816352020294799,3.18071928146828,No,,-0.6356327388265188
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.8791619106346764,4.179973001651603,No,,0.3008110910169264
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.8604292041351598,3.701214897862155,Yes,No,-0.1592143062730047
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.251796012422562,3.8154211528179127,Yes,No,-0.4363748596046495
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.7436952652310307,3.813463663540329,No,No,0.06976839830929826
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5359282338697717,3.9826226579815502,No,No,0.4466944241117785
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.21980184741925,3.9150502085470276,Yes,No,-0.30475163887222223
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.809484293530517,4.314133401030809,No,No,0.5046491075002915
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.390080686540404,4.153156440136312,No,No,0.7630757535959085
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.8610028316289196,3.5980712552304066,Yes,No,-0.26293157639851295
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,4.495542749309779,4.04291409254594,No,No,-0.4526286567638387
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.9788308079926957,3.3910576304264897,No,No,-0.5877731775662061
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.30030767259353,3.1283873911811795,Yes,Yes,-1.1719202814123508
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.965682904171568,3.3877003265791203,Yes,Yes,-0.5779825775924476
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.948379967279805,3.819508988763178,No,,-0.12887097851662688
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.675348495068353,3.4140872921991243,No,,-0.2612612028692287
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.312368904421091,3.488655767260264,Yes,No,-0.8237131371608273
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.090577128046253,4.184965948583467,Yes,No,0.09438882053721365
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.814077681093684,3.7305032217454133,No,No,-0.08357445934827057
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,4.058658398061589,3.8374362761469,No,No,-0.22122212191468948
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.412886816287517,3.3425871078699863,Yes,No,-1.0702997084175307
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9881212214217796,3.6754006112431674,No,No,-0.3127206101786122
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,3.914138638124746,3.778186184848033,No,No,-0.13595245327671268
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.744246953737959,3.819761047501792,Yes,No,0.07551409376383322
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.6911806507548026,3.5044890457171802,No,No,-0.1866916050376224
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.6795707322697684,4.521038864185495,No,No,0.8414681319157262
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.2414302364079655,3.6877660744772967,Yes,Yes,0.4463358380693312
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.7177683140798425,4.098480709042421,Yes,Yes,0.38071239496257814
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.942964739317061,3.890466252708876,No,,-0.05249848660818479
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.4941984818572625,3.3937284210639866,No,,-0.1004700607932758
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.7457051162456225,4.381009613972587,Yes,No,0.6353044977269646
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.115194344492096,3.0664428941761668,Yes,No,-1.0487514503159292
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.8880697429526383,3.7846795951848065,No,No,-0.10339014776783184
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.5143843127952192,3.38568526495245,No,No,-0.12869904784276942
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.48432662438125,4.253272478119193,Yes,No,-0.231054146262057
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.9979307361943084,4.272946983107006,No,No,0.2750162469126973
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.247029721037266,3.6762162098407,No,No,-0.5708135111965658
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.760617039629665,3.823988176770441,Yes,No,0.06337113714077569
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9275637409288593,4.029430432125142,No,No,0.10186669119628311
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.0216504631404355,3.18354958513402,No,No,-0.8381008780064154
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.022750101018789,3.4144267854266226,Yes,Yes,-0.6083233155921666
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.87347858653268,3.6146574672123286,Yes,Yes,-0.25882111932035157
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.939224781826101,3.2100640500805446,No,,-0.7291607317455564
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.558242532523002,3.407530325708844,No,,-0.1507122068141582
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.6787168163188118,3.4753436709599272,Yes,No,-0.2033731453588845
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.310291037157972,3.743008289740127,Yes,No,-0.567282747417845
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,3.6568816388972576,3.850989052966736,No,No,0.1941074140694785
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.9701525769073744,3.886789892858595,No,No,-0.08336268404877956
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.3597185034864485,3.230687090183678,Yes,No,-0.12903141330277057
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.592673876304657,3.8768480638899723,No,No,0.28417418758531543
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.056430489304639,3.2249990848157144,No,No,-0.8314314044889248
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.626145987132932,3.2899927734536094,Yes,No,-0.3361532136793226
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.95612097467446,3.2297946868251395,No,No,-0.7263262878493206
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,3.746425749103152,3.7747514737470653,No,No,0.028325724643913475
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.7535997833600967,4.273482469771232,Yes,Yes,0.5198826864111354
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.576274605824143,4.120526199940528,Yes,Yes,0.544251594116385
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.8473713875773385,3.7106299164336916,No,,-0.136741471143647
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.492757664459736,3.4244919737629895,No,,-0.06826569069674626
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,3.927921666745989,3.924706080511996,Yes,No,-0.003215586233992873
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.033166474262632,3.834135985849268,Yes,No,-0.19903048841336446
300level,25–27,Male,Single,Science,Botany ,Yes,Good,Neutral,Neutral,Poor,Good,Neutral,4.9518887447933215,3.3770869175409874,No,No,-1.574801827252334
400level,22–24,Male,Single,Science,Geophysics ,No,Poor,Neutral,Neutral,Poor,Neutral,Poor,3.4721383439294398,3.8825895953417526,No,No,0.41045125141231287
200level,16–18,Female,Married,Engineering,Civil Engineering,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,4.510600489887718,3.7613588706625296,Yes,No,-0.7492416192251885
300level,25–27,Female,Single,Law,Law,No Skill,Neutral,Neutral,Neutral,Neutral,Neutral,Poor,3.739770572167458,3.31889946767928,No,No,-0.4208711044881781
200level,22–24,Female,Single,Management Science,accounting ,Yes,Neutral,Poor,Poor,Poor,Neutral,Poor,4.111660757208753,4.2827811428312375,No,No,0.17112038562248433
300level,22–24,Male,Single,Education,Educational foundations ,No,Neutral,Good,Neutral,Neutral,Neutral,Neutral,3.8658558736301147,3.6392117847834253,Yes,No,-0.2266440888466894
300level,19–21,Male,Single,Science,Cell Biology and Genetics,Yes,Neutral,Good,Neutral,Neutral,Good,Good,3.9004427335904075,3.9497978423129787,No,No,0.049355108722571206
500level.,25–27,Female,Single,Science,Marine  science,No,Good,Neutral,Neutral,Neutral,Good,Good,4.140419353913247,4.175731296661636,No,No,0.03531194274838878
200level,22–24,Female,Single,Education,Art and social sciences Education ,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0762878392930793,3.123084537560742,Yes,Yes,0.04679669826766286
400level,19–21,Male,Single,Engineering,Electrical and Electronics Engineering ,Yes,Poor,Good,Neutral,Neutral,Neutral,Neutral,3.8590737785710045,4.281188021348265,Yes,Yes,0.4221142427772602
200level,16–18,Female,Single,Education,Yoruba ,No,Poor,Neutral,Good,Good,Good,Poor,3.527255934904476,3.6609627429696223,No,,0.13370680806514645
500level.,27+,Female,Married,Engineering,Met and mat,Yes,Good,Neutral,Good,Neutral,Neutral,Neutral,3.975787467948534,3.868525407327255,No,,-0.10726206062127908
400level,22–24,Female,Single,Management Science,Finance ,Yes,Neutral,Poor,Neutral,Poor,Good,Neutral,4.020581329309091,3.426157254113747,Yes,No,-0.5944240751953442
300level,19–21,Male,Single,Science,Statistics ,Yes,Good,Good,Good,Good,Good,Good,4.285169537412095,3.3543177973885636,Yes,No,-0.9308517400235314
