Timestamp,Are you a student of the University of Lagos?,"If not, what is your university/institution?",What is your current academic level?,How old are you?,What is your gender?,What was your relationship status during the strike?,What is your faculty?,What is your department?,"Kindly input your department, if not listed in the previous question. ",How has the ASUU strike affected you and your academic performance?,What was the most challenging part of returning to academic life after the strike?,Did you undertake any work during the strike?,How did you develop yourself during the strike?,How prepared were you for the exams? [Before Strike],How prepared were you for the exams? [After Strike],How were your lectures affected by the strike?,How often did you engage in academic activities during the strike?,How many courses did you take in the affected semester? ,How many credit units did your courses add up to in the affected semester?,What was your CGPA before the strike?,What was your CGPA after the strike?
03/05/2023 11:19:33,Yes,,200 Level,19,Female,Single,Basic Medical Sciences,Physiology,,I don’t read as much as I did before the strike.,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,17,0,3
04/05/2023 21:38:38,Yes,,400 Level,22,Female,Single,Management Science,Finance,,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,22,3.63,3.7
05/05/2023 19:22:15,Yes,,100 Level,20,Male,Complicated,Engineering,Electrical & Electronics Engineering,,"I fell of completely. School was challenging as I'd imagined sometime after the hassle of registration, between classes actually starting and the sudden strike. Anticipating coming back a week later, a month and two threw me off studying to focus on other ventures which I'd gotten into and seemed to have taken up as a long term thing but the calling it off, like what I believe happened to many others, wasn't very favourable. ""Balance"" was very hard to find so it was either school or work.","I'd taken up something I'd found very genuine interest in and just about the time I'd began to see the fruit of my efforts blooming and looking to make much more for myself, I had to drop it all in a second because I couldn't keep up with both at the same time given the rate I was already moving at",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,I did not attend any lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,8,0,3.9
06/05/2023 00:03:32,Yes,,200 Level,21,Male,Dating,Clinical Sciences,Other,Radiography ,"Yeah, it did",To run a 5 months semester in just 1 month and 2 weeks. ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,22,4.14,4.495
06/05/2023 16:16:43,Yes,,100 Level,19,Female,Single,Engineering,Electrical & Electronics Engineering,,"The strike affected me negatively. I found it difficult to refocus on school work after the strike, because I had occupied myself with other skills during the strike","Sitting down to read for long hours. I had already formed a new habit of reading only when I felt like during the strike, so I found it hard to bring myself to read for too long.",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,20,0,4.62
06/05/2023 16:17:51,Yes,,100 Level,19,Male,Single,Sciences,Cell Biology & Genetics,,It’s really affected me and made me lose serious interest in academics. Imagine using three years in a single level.,Stress,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,17,0,2.68
06/05/2023 16:22:30,Yes,,100 Level,19,Female,Dating,Engineering,Metallurgical & Materials Engineering,,,,Did not work during the strike,None of the above,Poorly,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,14,0,4.4
06/05/2023 16:28:51,Yes,,300 Level,21,Male,Complicated,Sciences,Computer Sciences,,Lmao!,I’m not as interested as I was before ,Did not work during the strike,None of the above,Moderately,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,,4.44,4
06/05/2023 16:33:39,Yes,,500 Level,22,Male,Single,Engineering,Electrical & Electronics Engineering,,It has definitely contributed to my reduced interest in school which has also learn to poorer performances from time to time ,Accepting that I'd probably never use my school results but I still have to work hard,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,22,4.64,4.52
06/05/2023 16:38:52,Yes,,100 Level,20,Female,Single,Engineering,Surveying & Geo-Informatics Engineering,,,,Did not work during the strike,None of the above,Poorly,Moderately,No noticeable change,"Always: I continued to engage in academic activities as I would during a normal semester, despite the strike.",7,17,0,0
06/05/2023 17:26:05,No,Bayero University Kano,400 Level,25,Male,Single,Engineering,Other,Mechatronics Engineering.,"The ASUU strike affected me pretty bad because we were on the verge of starting exams before they embarked on the strike... by the time we were to resume after several months at home,I had literally forgotten almost 90% of what we taught before the strke and even things I had prepped for the exams. We were given 2 weeks to prepare for exams we'd had written several months ago,I panicked and began having phobia for the exams,to cut the story short,I literally dropped from being a first class student because of that one semester and I've loosed my initial academic zeal,i just want to graduate.

on the flip side,I ventured into tech during ASUU strike and have began to gain clarity about what tech roles to tech,building a great skillsets. I don't think it would have been possible if not for the strike.",Getting myself to study within a short timeframe for the exams was the greatest challenge.,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,I did not attend any lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,11,25,4.63,4.26
06/05/2023 17:51:25,No,University of Nigeria,400 Level,21,Male,Single,Social Sciences,Philosophy,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,18,4,3.8
06/05/2023 18:27:39,No,University of Nigeria Nsukka ,Masters Program,23,Female,Single,Business administration ,Other,Banking and Finance ,,,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,23,3.4,3.4
06/05/2023 20:46:38,Yes,,300 Level,23,Female,Single,Education,Science Tech. Education,,It has made me uninterested in school work generally. I find it hard to even concentrate or read.,"Having to deal with unnecessary assignment, attending classes and lecturers not showing up, which is a waste of my precious time, dealing with low quality problems in the school hostel .",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,21,3.13,3.3
07/05/2023 08:32:54,No,UI,400 Level,21,Male,Single,Social Sciences,Accounting,,,,Did not work during the strike,None of the above,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,,3.75,3.67
08/05/2023 07:52:31,Yes,I am a student of university of Lagos. ,100 Level,18,Female,Single,Management Science,Actuarial Science & Insurance,Insurance ,Terrible ,Terrible ,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0,0
10/05/2023 10:21:22,Yes,,100 Level,25,Female,Single,Basic Medical Sciences,Medicine,,"I started 100 level in 2021, at age 23 (I turned 24 in December) a little optimistic having finally gotten medicine. It’s 2023 now and I’m 25 still in 100 level. It’s made me lose interest which has shown in my results as my current first semester gpa is 4.17, when I know I could have done better if we didn’t result late and rush the entire semester and exams in 2 months (November and December).",The rush to catch up with the normal academic calendar. It’s almost like we are being punished for something beyond our control.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0,4.17
11/05/2023 21:48:52,Yes,,200 Level,22,Male,Single,Dental Sciences,Restorative Dentistry,,,,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,3,9,3.94,3.94
11/05/2023 23:28:21,Yes,,100 Level,23,Female,Dating,Sciences,Cell Biology & Genetics,,Low. Veryyyy low. I’m losing interest in studying tbh. I should’ve almost been done by now and I’m still stuck in 100 level. What sort of motivation will that give me,My work life was terribly affected. I’m struggling to find a balance,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,21,0,3.53
11/05/2023 23:33:49,Yes,,100 Level,19,Female,Single,Sciences,Cell Biology & Genetics,,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,0,3
12/05/2023 00:55:41,Yes,,100 Level,18,Male,Single,Sciences,Cell Biology & Genetics,,,,Did not work during the strike,None of the above,Poorly,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,21,0,4.4
12/05/2023 07:23:28,Yes,,200 Level,21,Female,Complicated,Clinical Sciences,Nursing,,I read less because the morale was gone,I had to return to a pile of work,Did not work during the strike,None of the above,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,,3.69,3.4
12/05/2023 08:26:01,Yes,,100 Level,19,Male,Single,Sciences,Cell Biology & Genetics,,,Getting back in rhythm.,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0,2.9
12/05/2023 12:22:03,Yes,,100 Level,23,Male,Single,Sciences,Cell Biology & Genetics,,"Well, simply put, it took my mind and attention off of school and onto other pragmatic and real-life issues, like making money, work, learning a digital skill and so on. ","It was definitely a mental shock having to suddenly resume back to school, knowing that I had to face exams in just about a months time, after over 8 months of hosting academics.

It was a lot, but with God's help, attending tutorials and personal reading, to make up for lost time, I was able to pull through. ",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,0,4.12
12/05/2023 19:38:58,Yes,,200 Level,20,Female,Single,Social Sciences,Economics,,Terribly. I can't seem to concentrate again ,The lost of zeal and motivation to carry on seeing how my mates are way ahead ,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Vocational training and artisanship",Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,4.29,3.2
12/05/2023 22:53:24,Yes,,400 Level,22,Female,Single,Arts,Philosophy,,,,Did not work during the strike,None of the above,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,9,18,4.1,4.13
12/05/2023 22:57:38,Yes,,100 Level,20,Female,Single,Management Science,Accounting,,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Very,Worse lectures after the strike,"Always: I continued to engage in academic activities as I would during a normal semester, despite the strike.",9,0,0,0
13/05/2023 14:36:48,Yes,,400 Level,23,Female,Single,Education,Education Administration,,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,,3.6,3.3
14/05/2023 10:15:07,Yes,,300 Level,22,Male,Single,Engineering,Petroleum & Gas Engineering,,Yes,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,22,3,3.1
14/05/2023 16:53:57,Yes,,400 Level,22,Female,Single,Social Sciences,Psychology,,It has made me generally disinterested in academic activities ,Finding the motivation to study ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Very,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,18,4.82,4.75
15/05/2023 14:13:37,Yes,,300 Level,21,Male,Single,Sciences,Biochemistry,,,,Did not work during the strike,None of the above,Moderately,Poorly,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,0,3.5,3
15/05/2023 14:28:12,Yes,,400 Level,21,Male,Talking,Engineering,Electrical & Electronics Engineering,,It made it worse,I had zoned out completely from school.,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study",Moderately,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,12,21,3.94,3.93
15/05/2023 18:49:06,Yes,,400 Level,21,Female,Single,Social Sciences,Economics,,"Yes it has, I do not read as often as I use to",,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study",Very,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,,3.96,3.67
15/05/2023 19:33:03,Yes,,200 Level,21,Male,Single,Education,Educational Foundations,Education foundation ,Yes,Feeling like am left behind ,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,,2.54,3.34
15/05/2023 19:33:25,Yes,,100 Level,18,Male,Single,Engineering,Mechanical Engineering,,poor performance,It was really hard ,Did not work during the strike,Acquired skills relevant to course of study,Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",5,,0,4.2
15/05/2023 19:33:56,Yes,,100 Level,19,Male,Single,Education,Science Tech. Education,,Negatively,Picking up where i left up,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",5,21,0,4.1
15/05/2023 19:34:23,Yes,,100 Level,18,Male,Single,Management Science,Business Administration,,"For me it's basically affected most things in my life especially my education, it's slow and I'm very pissed bout that and well bout my academic performance it's going well we striving ",Reading was kinda hard cuz I don't really like reading in the first place ,Did not work during the strike,None of the above,Poorly,Moderately,Improved lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,2,0,3.7
15/05/2023 19:35:47,Yes,,200 Level,22,Male,Dating,Education,Education Administration,,it has afftected us a lot and slowed us down on our academics ,negligence towards reading,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,20,3.75,3
15/05/2023 19:36:52,Yes,,100 Level,19,Male,Single,Environmental Sciences,Architecture,,Severely ,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",4,4,0,4.3
15/05/2023 19:38:20,Yes,,200 Level,21,Male,Single,Management Science,Accounting,,The ASUU strike had an effect on the number of period I'm to use studying and also affect my academic performance negatively.,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,,4.5,4.21
15/05/2023 19:39:56,Yes,,500 Level,32,Male,Single,Engineering,Chemical Engineering,,It gave a serious extention to my academic plan. Which i need to re-strategies the plan,I got relax so much. That it gave me difficult time to key back to my reading ways,Worked in a role relevant to my studies,Acquired skills unrelated to course of study,Poorly,Very,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,5,14,3.71,3.74
15/05/2023 19:43:09,Yes,University of Lagos ,100 Level,18,Male,Single,Social Sciences,Economics,,Negatively,Trying to readjust to school life,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,19,0,4.89
15/05/2023 19:48:14,Yes,,200 Level,23,Male,Single,Arts,History & Strategic Studies,,Very badly,The financial aspect ,Did not work during the strike,Acquired skills unrelated to course of study,Very,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,18,3.25,3.38
15/05/2023 19:53:52,Yes,,500 Level,26,Male,Dating,Engineering,Petroleum & Gas Engineering,,Fairy inelastic for me ,Worries of families and loved ones,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,11,21,3.42,3.47
15/05/2023 21:30:15,Yes,,400 Level,22,Male,Single,Management Science,Actuarial Science & Insurance,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,7,18,3.3,3.4
16/05/2023 00:01:36,Yes,,500 Level,25,Male,Single,Engineering,Petroleum & Gas Engineering,,"Badly,lost interest in the education system",Reading,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,22,4.7,4.5
16/05/2023 10:32:33,Yes,,200 Level,22,Male,Complicated,Engineering,Mechanical Engineering,,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",11,22,4.3,4.3
16/05/2023 10:35:38,Yes,,200 Level,20,Male,Single,Engineering,Metallurgical & Materials Engineering,,,Reading school books,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,22,0,0
16/05/2023 10:37:03,Yes,,200 Level,22,Male,Single,Social Sciences,Political Science,,In few words it has changed all goals and target made previously and made me sort fall back academically ,Having to pick up where i left off.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,22,4.1,3.1
16/05/2023 10:43:57,Yes,,200 Level,20,Male,Single,Engineering,Electrical & Electronics Engineering,,The strike gave me a lot of time to prepare for my exams and I think this helped me pass better than I would have without the strike,There was nothing that was really challenging to me,Did not work during the strike,Acquired skills relevant to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",11,20,3.63,3.95
16/05/2023 10:48:20,Yes,,200 Level,20,Male,Single,Sciences,Geosciences,,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,20,4.6,4.6
16/05/2023 10:48:41,Yes,,200 Level,22,Male,Single,Sciences,Geosciences,,,,Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Moderately,Very,I did not attend any lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,18,0,4.45
16/05/2023 10:48:46,Yes,,100 Level,18,Male,Single,Sciences,Medicine,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",0,,0,4.6
16/05/2023 10:54:51,Yes,,300 Level,24,Male,Single,Education,Educational Foundations,,Well.. it hasn’t been too good cus I really gave up on school. But one definitely needs to grow and move on from the experience. ,Going to classes. ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,9,18,3.5,3.5
16/05/2023 11:04:32,Yes,,400 Level,25,Male,Single,Arts,English,,,I have work I have to sacrifice ,Worked in a role unrelated to my studies,None of the above,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,10,20,3.6,3.5
16/05/2023 11:04:54,Yes,,200 Level,20,Male,Single,Arts,Philosophy,,,Catching up with school curriculums,Did not work during the strike,None of the above,Moderately,Poorly,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,20,0,0
16/05/2023 11:14:23,Yes,,200 Level,25,Male,Single,Arts,Philosophy,,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,9,,4,3
16/05/2023 11:21:11,Yes,,200 Level,21,Male,Single,Sciences,Biochemistry,,,,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Very,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,16,0,4.2
16/05/2023 11:25:52,Yes,,400 Level,23,Male,Single,Management Science,Actuarial Science & Insurance,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,3.46,3.33
16/05/2023 11:38:24,Yes,,100 Level,19,Male,Complicated,Arts,Philosophy,,"It affected me positively actually, because it gave me the opportunity to read more literary novels and more philosophical novels.",The most challemgjng part was that I had to start adapting to the craziness of school life and having to live with a lot of people again .,Did not work during the strike,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Very,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,10,20,0,4.37
16/05/2023 11:39:29,Yes,,600 Level,28,Male,Single,Management Science,Actuarial Science & Insurance,,It has given me ample time to prepare ahead for my last semester ,Funds,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",4,3,3,3.36
16/05/2023 12:39:17,Yes,,400 Level,27,Male,Single,Education,Other,Art & Social Science Education ,It has reduced the determination of being a students and hoping to aim high ,Reading ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,4,0,3.89,3.78
16/05/2023 12:58:59,Yes,,400 Level,28,Female,Single,Education,Arts & Social Science Education,,The strike affected me mentally. I felt like i was stuck. I lost interest in reading anything. ,The challenging part having to resume to write exams knowing fully well you are not prepared. ,Did not work during the strike,Vocational training and artisanship,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,16,3.77,3.8
16/05/2023 13:19:15,Yes,,300 Level,26,Female,Married,Education,Arts & Social Science Education,Early childhood education ,It has affected it badly. Increased the numbers of years I was supposed to spend in school.,Getting to read and assimilate ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,22,4.1,4
16/05/2023 13:25:28,Yes,,300 Level,29,Male,Single,Education,Arts & Social Science Education,,,The most challenging part is awaken the brain that has relax for  long period ,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Moderately,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,9,5,3,3.09
16/05/2023 14:31:42,Yes,,400 Level,27,Female,Married,Education,Arts & Social Science Education,,Delayed my graduation,Was tired of school,Did not work during the strike,None of the above,Poorly,Moderately,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",5,11,4.4,4.36
17/05/2023 04:44:08,Yes,,400 Level,22,Male,Single,Management Science,Actuarial Science & Insurance,,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,4.46,4.54
17/05/2023 07:53:30,Yes,,200 Level,22,Female,Single,Management Science,Accounting,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,I did not attend any lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,12,0,3
17/05/2023 08:26:57,Yes,I am,200 Level,19,Female,Single,Management Science,Accounting,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,20,0,0
17/05/2023 09:12:20,Yes,,200 Level,25,Female,Single,Management Science,Accounting,,Negatively ,The results for first semester were poor.. I really had hard time navigate the entire semester,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,20,0,4
17/05/2023 09:13:16,Yes,,200 Level,20,Female,Dating,Management Science,Accounting,,,,Worked in a role unrelated to my studies,None of the above,Poorly,Very,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,9,20,0,3.3
17/05/2023 09:38:16,Yes,,200 Level,24,Male,Dating,Management Science,Accounting,,,,Worked in a role relevant to my studies,Vocational training and artisanship,Very,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,8,,4.25,4.17
17/05/2023 09:39:28,Yes,,200 Level,19,Male,Single,Management Science,Accounting,,Better ,,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Very,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,14,0,0
17/05/2023 09:40:45,Yes,,200 Level,25,Male,Single,Management Science,Business Administration,,Wasting time ,,Worked in a role relevant to my studies,None of the above,Moderately,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,10,5,0,4.89
17/05/2023 09:41:42,Yes,,200 Level,20,Male,Single,Management Science,Accounting,,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,20,4.8,4.6
17/05/2023 09:43:08,Yes,,300 Level,24,Male,Single,Social Sciences,Economics,,Badly,Coping back to reading,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Very,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,6,4.68,4.69
17/05/2023 09:52:53,Yes,,200 Level,20,Female,Single,Management Science,Accounting,,It dropped ,Reading ,Did not work during the strike,Vocational training and artisanship,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,16,4.405,4.431
17/05/2023 09:53:54,Yes,,200 Level,23,Male,Dating,Management Science,Business Administration,,It has dropped but I'm building it back up,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",9,21,2.87,2.81
17/05/2023 09:58:49,Yes,,200 Level,20,Female,Single,Management Science,Accounting,,,,Worked in a role unrelated to my studies,"Vocational training and artisanship, None of the above",Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,,0,3.5
17/05/2023 10:33:54,Yes,,200 Level,24,Male,Single,Management Science,Accounting,,Not good I must say because I lost the drive to study which is affecting me right now ,Studying and trying to pull the drive to get A ,Did not work during the strike,None of the above,Very,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,8,3,0,0
17/05/2023 10:59:43,Yes,,200 Level,19,Female,Single,Arts,English,,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,12,2,0,0
17/05/2023 11:44:04,Yes,,200 Level,20,Female,Single,Management Science,Accounting,,,Trying to meet up,Did not work during the strike,Vocational training and artisanship,Poorly,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,,0,5
17/05/2023 11:45:48,Yes,,200 Level,21,Male,Single,Management Science,Accounting,,,,Did not work during the strike,None of the above,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,23,4,4
