school,level,age,gender,relationship,faculty,department,strike_effect,challenge,work,skills,prep_before,prep_after,lecture,academic_act,courses_taken,course_unit,cgpa_before,cgpa_after,cgpa_change
university of lagos,500 Level,23,Female,Dating,Pharmacy,Pharmacy ,It affected my mental health negatively.,Having to concentrate on reading,Did not work during the strike,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,I did not attend any lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,17,4.2,4.3,0.09999999999999964
university of lagos,500 Level,23,Male,Single,Pharmacy,Pharmaceutics & pharmaceutical technology,Slow down graduation time.,Adjusting to studentship,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Very,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",11,21,4.12,4.2,0.08000000000000007
university of lagos,300 Level,22,Female,Single,Basic Medical Sciences,Pharmacology,,What was learnt before the strike looking strange after the strike,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,,4.26,4.35,0.08999999999999986
university of lagos,400 Level,21,Female,Single,Pharmacy,Pharmaceutics & pharmaceutical technology,It reduced my morale academically ,Bringing the student that was in me back to life,Worked in a role relevant to my studies,Acquired skills relevant to course of study,Poorly,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",11,21,4.2,4.31,0.10999999999999943
university of lagos,500 Level,25,Female,Single,Sciences,Marine science,,,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,4,12,4.0,3.9,-0.10000000000000009
university of lagos,300 Level,20,Female,Dating,Law,Law,,,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,5,20,3.97,4.2,0.22999999999999998
university of lagos,200 Level,20,Female,Single,Engineering,Chemical engineering,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",10,21,4.0,4.0,0.0
university of lagos,400 Level,22,Female,Single,Pharmacy,Pharmacy ,,,Did not work during the strike,"Acquired skills relevant to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,12,,3.8,3.6,-0.19999999999999973
university of lagos,300 Level,22,Female,Dating,Management Science,Business administration,,,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,8,20,4.56,4.64,0.08000000000000007
university of lagos,200 Level,21,Male,Single,Social Sciences,Sociology,Not much,Time to prepare and the bombardment of assignments.,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,Very often: I engaged in academic activities almost as often as I would during a normal semester.,8,,4.0,4.06,0.05999999999999961
university of lagos,300 Level,22,Female,Single,Sciences,Biochemistry,"I'm not gonna lie , I was delayed by the government and  the educational system and the whole thing has got me depressed , I ought to have been a graduate by now , but here I am , still struggling to get it done with . I might not acknowledge it but somehow , there's an awareness that I might be depressed ",  Getting familiarized with school works ,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Very,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,18,3.26,3.15,-0.10999999999999988
university of lagos,Masters Program,27,Male,Single,Management Science,Business administration,ASUU strike dowsed my zeal and commitment to the MSC program.,Having to rush through the remainder of the program.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,12,4.43,4.43,0.0
university of lagos,400 Level,21,Female,Single,Engineering,Mechanical engineering,,,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Very,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,19,4.04,4.08,0.040000000000000036
university of lagos,300 Level,21,Male,Complicated,Education,Biology education,I've lost motivation tbh,Having to reset my mind all over again,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Poorly,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,,2.8,3.1,0.30000000000000027
university of lagos,200 Level,20,Male,Single,Sciences,Mathematics,,,Worked in a role unrelated to my studies,None of the above,Poorly,Poorly,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,7,,2.8,2.06,-0.7399999999999998
university of lagos,300 Level,21,Male,Single,Sciences,Mathematics,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Poorly,Fewer lecturers attended classes,Very often: I engaged in academic activities almost as often as I would during a normal semester.,7,,3.49,3.32,-0.17000000000000037
university of lagos,400 Level,23,Male,Single,Engineering,Mechanical engineering,Did not really affect me a lot academically.,Having to stop work where I was earning 6 figures.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Very,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,19,4.17,4.18,0.009999999999999787
university of lagos,200 Level,21,Female,Dating,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Very,Poorly,I did not attend any lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,0,4.1,4.1,0.0
university of lagos,200 Level,19,Female,Single,Basic Medical Sciences,Physiology,I don’t read as much as I did before the strike.,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,17,0.0,3.0,3.0
university of lagos,400 Level,22,Female,Single,Management Sciences,Finance,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,22,3.63,3.7,0.07000000000000028
university of lagos,100 Level,20,Male,Complicated,Engineering,Electrical & electronics engineering,"I fell of completely. School was challenging as I'd imagined sometime after the hassle of registration, between classes actually starting and the sudden strike. Anticipating coming back a week later, a month and two threw me off studying to focus on other ventures which I'd gotten into and seemed to have taken up as a long term thing but the calling it off, like what I believe happened to many others, wasn't very favourable. ""Balance"" was very hard to find so it was either school or work.","I'd taken up something I'd found very genuine interest in and just about the time I'd began to see the fruit of my efforts blooming and looking to make much more for myself, I had to drop it all in a second because I couldn't keep up with both at the same time given the rate I was already moving at",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,I did not attend any lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,8,0.0,3.9,3.9
university of lagos,200 Level,21,Male,Dating,Clinical Sciences,Radiography ,"Yeah, it did",To run a 5 months semester in just 1 month and 2 weeks. ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",9,22,4.14,4.495,0.3550000000000004
university of lagos,100 Level,19,Female,Single,Engineering,Electrical & electronics engineering,"The strike affected me negatively. I found it difficult to refocus on school work after the strike, because I had occupied myself with other skills during the strike","Sitting down to read for long hours. I had already formed a new habit of reading only when I felt like during the strike, so I found it hard to bring myself to read for too long.",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,20,0.0,4.62,4.62
university of lagos,100 Level,19,Male,Single,Sciences,Cell biology & genetics,It’s really affected me and made me lose serious interest in academics. Imagine using three years in a single level.,Stress,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,17,0.0,2.68,2.68
university of lagos,100 Level,19,Female,Dating,Engineering,Metallurgical & materials engineering,,,Did not work during the strike,None of the above,Poorly,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,14,0.0,4.4,4.4
university of lagos,300 Level,21,Male,Complicated,Sciences,Computer sciences,Lmao!,I’m not as interested as I was before ,Did not work during the strike,None of the above,Moderately,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,,4.44,4.0,-0.4400000000000004
university of lagos,500 Level,22,Male,Single,Engineering,Electrical & electronics engineering,It has definitely contributed to my reduced interest in school which has also learn to poorer performances from time to time ,Accepting that I'd probably never use my school results but I still have to work hard,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,22,4.64,4.52,-0.1200000000000001
university of lagos,100 Level,20,Female,Single,Engineering,Surveying & geo-informatics engineering,,,Did not work during the strike,None of the above,Poorly,Moderately,No noticeable change,"Always: I continued to engage in academic activities as I would during a normal semester, despite the strike.",7,17,0.0,0.0,0.0
bayero university kano,400 Level,25,Male,Single,Engineering,Mechatronics engineering.,"The ASUU strike affected me pretty bad because we were on the verge of starting exams before they embarked on the strike... by the time we were to resume after several months at home,I had literally forgotten almost 90% of what we taught before the strke and even things I had prepped for the exams. We were given 2 weeks to prepare for exams we'd had written several months ago,I panicked and began having phobia for the exams,to cut the story short,I literally dropped from being a first class student because of that one semester and I've loosed my initial academic zeal,i just want to graduate.

on the flip side,I ventured into tech during ASUU strike and have began to gain clarity about what tech roles to tech,building a great skillsets. I don't think it would have been possible if not for the strike.",Getting myself to study within a short timeframe for the exams was the greatest challenge.,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,I did not attend any lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,11,25,4.63,4.26,-0.3700000000000001
university of nigeria,400 Level,21,Male,Single,Arts,Philosophy,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,7,18,4.0,3.8,-0.20000000000000018
university of nigeria,Masters Program,23,Female,Single,Business administration ,Banking and finance ,,,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",6,23,3.4,3.4,0.0
university of lagos,300 Level,23,Female,Single,Education,Science tech. education,It has made me uninterested in school work generally. I find it hard to even concentrate or read.,"Having to deal with unnecessary assignment, attending classes and lecturers not showing up, which is a waste of my precious time, dealing with low quality problems in the school hostel .",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,21,3.13,3.3,0.16999999999999993
university of ibadan,400 Level,21,Male,Single,Management Sciences,Accounting,,,Did not work during the strike,None of the above,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,8,,3.75,3.67,-0.08000000000000007
university of lagos,100 Level,18,Female,Single,Management Science,Actuarial science & insurance,Terrible ,Terrible ,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0.0,0.0,0.0
university of lagos,100 Level,25,Female,Single,Clinical Sciences,Medicine,"I started 100 level in 2021, at age 23 (I turned 24 in December) a little optimistic having finally gotten medicine. It’s 2023 now and I’m 25 still in 100 level. It’s made me lose interest which has shown in my results as my current first semester gpa is 4.17, when I know I could have done better if we didn’t result late and rush the entire semester and exams in 2 months (November and December).",The rush to catch up with the normal academic calendar. It’s almost like we are being punished for something beyond our control.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0.0,4.17,4.17
university of lagos,200 Level,22,Male,Single,Dental Sciences,Restorative dentistry,,,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,3,9,3.94,3.94,0.0
university of lagos,100 Level,23,Female,Dating,Sciences,Cell biology & genetics,Low. Veryyyy low. I’m losing interest in studying tbh. I should’ve almost been done by now and I’m still stuck in 100 level. What sort of motivation will that give me,My work life was terribly affected. I’m struggling to find a balance,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,21,0.0,3.53,3.53
university of lagos,100 Level,19,Female,Single,Sciences,Cell biology & genetics,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,0.0,3.0,3.0
university of lagos,100 Level,18,Male,Single,Sciences,Cell biology & genetics,,,Did not work during the strike,None of the above,Poorly,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,21,0.0,4.4,4.4
university of lagos,200 Level,21,Female,Complicated,Clinical Sciences,Nursing,I read less because the morale was gone,I had to return to a pile of work,Did not work during the strike,None of the above,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,,3.69,3.4,-0.29000000000000004
university of lagos,100 Level,19,Male,Single,Sciences,Cell biology & genetics,,Getting back in rhythm.,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,21,0.0,2.9,2.9
university of lagos,100 Level,23,Male,Single,Sciences,Cell biology & genetics,"Well, simply put, it took my mind and attention off of school and onto other pragmatic and real-life issues, like making money, work, learning a digital skill and so on. ","It was definitely a mental shock having to suddenly resume back to school, knowing that I had to face exams in just about a months time, after over 8 months of hosting academics.

It was a lot, but with God's help, attending tutorials and personal reading, to make up for lost time, I was able to pull through. ",Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,0.0,4.12,4.12
university of lagos,200 Level,20,Female,Single,Social Sciences,Economics,Terribly. I can't seem to concentrate again ,The lost of zeal and motivation to carry on seeing how my mates are way ahead ,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Vocational training and artisanship",Very,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,8,19,4.29,3.2,-1.0899999999999999
university of lagos,400 Level,22,Female,Single,Arts,Philosophy,,,Did not work during the strike,None of the above,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,9,18,4.1,4.13,0.03000000000000025
university of lagos,100 Level,20,Female,Single,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,Vocational training and artisanship,Moderately,Very,Worse lectures after the strike,"Always: I continued to engage in academic activities as I would during a normal semester, despite the strike.",9,0,0.0,0.0,0.0
university of lagos,400 Level,23,Female,Single,Education,Education administration,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,,3.6,3.3,-0.30000000000000027
university of lagos,300 Level,22,Male,Single,Engineering,Petroleum & gas engineering,Yes,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,8,22,3.0,3.1,0.10000000000000009
university of lagos,400 Level,22,Female,Single,Social Sciences,Psychology,It has made me generally disinterested in academic activities ,Finding the motivation to study ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Very,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,6,18,4.82,4.75,-0.07000000000000028
university of lagos,300 Level,21,Male,Single,Sciences,Biochemistry,,,Did not work during the strike,None of the above,Moderately,Poorly,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,0,3.5,3.0,-0.5
university of lagos,400 Level,21,Male,Talking,Engineering,Electrical & electronics engineering,It made it worse,I had zoned out completely from school.,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study",Moderately,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,12,21,3.94,3.93,-0.009999999999999787
university of lagos,400 Level,21,Female,Single,Social Sciences,Economics,"Yes it has, I do not read as often as I use to",,Worked in a role relevant to my studies,"Volunteered for an event or organization, Acquired skills relevant to course of study",Very,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,,3.96,3.67,-0.29000000000000004
university of lagos,200 Level,21,Male,Single,Education,Educational foundations,Yes,Feeling like am left behind ,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,,2.54,3.34,0.7999999999999998
university of lagos,100 Level,18,Male,Single,Engineering,Mechanical engineering,poor performance,It was really hard ,Did not work during the strike,Acquired skills relevant to course of study,Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",5,,0.0,4.2,4.2
university of lagos,100 Level,19,Male,Single,Education,Science tech. education,Negatively,Picking up where i left up,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",5,21,0.0,4.1,4.1
university of lagos,100 Level,18,Male,Single,Management Science,Business administration,"For me it's basically affected most things in my life especially my education, it's slow and I'm very pissed bout that and well bout my academic performance it's going well we striving ",Reading was kinda hard cuz I don't really like reading in the first place ,Did not work during the strike,None of the above,Poorly,Moderately,Improved lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,2,0.0,3.7,3.7
university of lagos,200 Level,22,Male,Dating,Education,Education administration,it has afftected us a lot and slowed us down on our academics ,negligence towards reading,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,10,20,3.75,3.0,-0.75
university of lagos,100 Level,19,Male,Single,Environmental Sciences,Architecture,Severely ,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",4,4,0.0,4.3,4.3
university of lagos,200 Level,21,Male,Single,Management Sciences,Accounting,The ASUU strike had an effect on the number of period I'm to use studying and also affect my academic performance negatively.,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Very,Moderately,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,,4.5,4.21,-0.29000000000000004
university of lagos,500 Level,32,Male,Single,Engineering,Chemical engineering,It gave a serious extention to my academic plan. Which i need to re-strategies the plan,I got relax so much. That it gave me difficult time to key back to my reading ways,Worked in a role relevant to my studies,Acquired skills unrelated to course of study,Poorly,Very,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,5,14,3.71,3.74,0.03000000000000025
university of lagos,100 Level,18,Male,Single,Social Sciences,Economics,Negatively,Trying to readjust to school life,Worked in a role unrelated to my studies,None of the above,Moderately,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,19,0.0,4.89,4.89
university of lagos,200 Level,23,Male,Single,Arts,History & strategic studies,Very badly,The financial aspect ,Did not work during the strike,Acquired skills unrelated to course of study,Very,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,18,3.25,3.38,0.1299999999999999
university of lagos,500 Level,26,Male,Dating,Engineering,Petroleum & gas engineering,Fairy inelastic for me ,Worries of families and loved ones,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Moderately,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,11,21,3.42,3.47,0.050000000000000266
university of lagos,400 Level,22,Male,Single,Management Science,Actuarial science & insurance,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,7,18,3.3,3.4,0.10000000000000009
university of lagos,500 Level,25,Male,Single,Engineering,Petroleum & gas engineering,"Badly,lost interest in the education system",Reading,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Poorly,Poorly,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,22,4.7,4.5,-0.20000000000000018
university of lagos,200 Level,22,Male,Complicated,Engineering,Mechanical engineering,,,Worked in a role unrelated to my studies,"Acquired skills relevant to course of study, Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",11,22,4.3,4.3,0.0
university of lagos,200 Level,20,Male,Single,Engineering,Metallurgical & materials engineering,,Reading school books,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Rarely: I engaged in academic activities once or twice during the strike.,9,22,0.0,0.0,0.0
university of lagos,200 Level,22,Male,Single,Social Sciences,Political science,In few words it has changed all goals and target made previously and made me sort fall back academically ,Having to pick up where i left off.,Worked in a role unrelated to my studies,"Volunteered for an event or organization, Acquired skills unrelated to course of study",Very,Moderately,No noticeable change,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,22,4.1,3.1,-0.9999999999999996
university of lagos,200 Level,20,Male,Single,Engineering,Electrical & electronics engineering,The strike gave me a lot of time to prepare for my exams and I think this helped me pass better than I would have without the strike,There was nothing that was really challenging to me,Did not work during the strike,Acquired skills relevant to course of study,Poorly,Moderately,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",11,20,3.63,3.95,0.3200000000000003
university of lagos,200 Level,20,Male,Single,Sciences,Geosciences,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Moderately,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",8,20,4.6,4.6,0.0
university of lagos,200 Level,22,Male,Single,Sciences,Geosciences,,,Worked in a role unrelated to my studies,Acquired skills relevant to course of study,Moderately,Very,I did not attend any lectures after the strike,Never: I did not engage in any academic activities during the strike.,7,18,0.0,4.45,4.45
university of lagos,100 Level,18,Male,Single,Clinical Sciences,Medicine,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",0,,0.0,4.6,4.6
university of lagos,300 Level,24,Male,Single,Education,Educational foundations,Well.. it hasn’t been too good cus I really gave up on school. But one definitely needs to grow and move on from the experience. ,Going to classes. ,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,9,18,3.5,3.5,0.0
university of lagos,400 Level,25,Male,Single,Arts,English,,I have work I have to sacrifice ,Worked in a role unrelated to my studies,None of the above,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,10,20,3.6,3.5,-0.10000000000000009
university of lagos,200 Level,20,Male,Single,Arts,Philosophy,,Catching up with school curriculums,Did not work during the strike,None of the above,Moderately,Poorly,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,20,0.0,0.0,0.0
university of lagos,200 Level,25,Male,Single,Arts,Philosophy,,,Worked in a role unrelated to my studies,"Acquired skills unrelated to course of study, Vocational training and artisanship",Moderately,Poorly,Worse lectures after the strike,Never: I did not engage in any academic activities during the strike.,9,,4.0,3.0,-1.0
university of lagos,200 Level,21,Male,Single,Sciences,Biochemistry,,,Did not work during the strike,Acquired skills unrelated to course of study,Moderately,Very,No noticeable change,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",7,16,0.0,4.2,4.2
university of lagos,400 Level,23,Male,Single,Management Science,Actuarial science & insurance,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Fewer lecturers attended classes,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",7,18,3.46,3.33,-0.1299999999999999
university of lagos,100 Level,19,Male,Complicated,Arts,Philosophy,"It affected me positively actually, because it gave me the opportunity to read more literary novels and more philosophical novels.",The most challemgjng part was that I had to start adapting to the craziness of school life and having to live with a lot of people again .,Did not work during the strike,"Volunteered for an event or organization, Acquired skills relevant to course of study, Acquired skills unrelated to course of study",Poorly,Very,Worse lectures after the strike,Very often: I engaged in academic activities almost as often as I would during a normal semester.,10,20,0.0,4.37,4.37
university of lagos,600 Level,28,Male,Single,Management Science,Actuarial science & insurance,It has given me ample time to prepare ahead for my last semester ,Funds,Did not work during the strike,Acquired skills unrelated to course of study,Poorly,Moderately,Improved lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",4,3,3.0,3.36,0.3599999999999999
university of lagos,400 Level,27,Male,Single,Education,Art & social science education ,It has reduced the determination of being a students and hoping to aim high ,Reading ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Poorly,Moderately,No noticeable change,Never: I did not engage in any academic activities during the strike.,4,0,3.89,3.78,-0.11000000000000032
university of lagos,400 Level,28,Female,Single,Education,Arts & social science education,The strike affected me mentally. I felt like i was stuck. I lost interest in reading anything. ,The challenging part having to resume to write exams knowing fully well you are not prepared. ,Did not work during the strike,Vocational training and artisanship,Very,Moderately,Fewer lecturers attended classes,Rarely: I engaged in academic activities once or twice during the strike.,6,16,3.77,3.8,0.029999999999999805
university of lagos,300 Level,26,Female,Married,Education,Arts & social science education,It has affected it badly. Increased the numbers of years I was supposed to spend in school.,Getting to read and assimilate ,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Moderately,Worse lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,10,22,4.1,4.0,-0.09999999999999964
university of lagos,300 Level,29,Male,Single,Education,Arts & social science education,,The most challenging part is awaken the brain that has relax for  long period ,Worked in a role unrelated to my studies,Vocational training and artisanship,Very,Moderately,Improved lectures after the strike,Rarely: I engaged in academic activities once or twice during the strike.,9,5,3.0,3.09,0.08999999999999986
university of lagos,400 Level,27,Female,Married,Education,Arts & social science education,Delayed my graduation,Was tired of school,Did not work during the strike,None of the above,Poorly,Moderately,Fewer lecturers attended classes,"Often: I engaged in academic activities regularly, but not as often as I would during a normal semester.",5,11,4.4,4.36,-0.040000000000000036
university of lagos,400 Level,22,Male,Single,Management Science,Actuarial science & insurance,,,Did not work during the strike,Acquired skills relevant to course of study,Moderately,Poorly,Worse lectures after the strike,"Sometimes: I engaged in academic activities occasionally, but not on a regular basis during the strike.",8,18,4.46,4.54,0.08000000000000007
university of lagos,200 Level,22,Female,Single,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Very,Poorly,I did not attend any lectures after the strike,Never: I did not engage in any academic activities during the strike.,8,12,0.0,3.0,3.0
university of lagos,200 Level,19,Female,Single,Management Sciences,Accounting,,,Worked in a role unrelated to my studies,Acquired skills unrelated to course of study,Moderately,Poorly,Fewer lecturers attended classes,Never: I did not engage in any academic activities during the strike.,9,20,0.0,0.0,0.0
